age,gender,marital_status,income,education_level,employment_status,credit_score,vehicle_age,vehicle_type,vehicle_price,policy_tenure,premium_amount,no_of_claims,accident_severity,region,fraudulent_flag,agent_rating,claim_amount,claim_approved
24,Male,Married,676454,High School,Unemployed,676,12,Car,559225,9,47162,1,Low,West,1,4,92861,0
58,Female,Married,1453903,Postgraduate,Retired,614,14,SUV,2499486,1,4165,1,Medium,North,0,2,6794,0
31,Male,Married,1939963,Graduate,Employed,606,5,Truck,1379231,5,52631,4,Medium,North,0,2,103416,0
60,Male,Single,1678043,High School,Employed,408,3,Truck,1034731,5,15534,5,Low,West,0,4,25874,0
43,Male,Married,1661195,Graduate,Employed,574,1,Car,1071568,8,36886,1,Low,West,0,5,19372,0
43,Female,Single,963423,High School,Employed,617,14,Car,1056239,5,25750,3,Low,North,1,4,62972,0
31,Female,Married,1011582,High School,Employed,544,2,SUV,804398,8,7131,1,Low,West,0,3,5317,0
24,Male,Divorced,1848626,Graduate,Employed,721,2,SUV,1287783,1,59994,3,Low,East,0,1,115253,0
50,Male,Divorced,1426588,Graduate,Unemployed,430,11,Car,2234861,3,42424,5,Medium,East,0,4,73370,0
43,Male,Divorced,1036908,Graduate,Retired,724,2,Bike,1996065,7,10399,0,Medium,South,0,3,10353,1
62,Male,Single,1089140,Graduate,Employed,444,3,Car,1243158,6,62276,5,High,West,0,2,134238,0
37,Female,Single,438780,High School,Employed,642,14,Bike,1750123,5,37122,4,Low,East,0,3,38001,0
20,Male,Single,1746033,Graduate,Employed,518,14,SUV,1296606,7,28586,0,Medium,West,0,1,18319,0
69,Female,Married,1544922,High School,Self-Employed,884,6,Bike,1042359,5,7170,0,Low,East,0,5,13524,1
21,Male,Single,1519449,Postgraduate,Unemployed,496,8,Car,739743,7,31312,2,Low,West,0,2,36075,0
43,Female,Single,1796802,High School,Employed,894,9,Truck,1299617,3,39740,2,Low,East,0,3,32833,1
28,Female,Divorced,958617,High School,Self-Employed,377,12,Car,1712675,6,63606,1,Low,North,0,5,54222,0
19,Female,Married,275302,Postgraduate,Employed,670,14,Car,2222331,2,13722,1,Low,North,0,3,7294,1
31,Female,Married,1584640,Postgraduate,Retired,394,3,Car,2039879,1,38915,3,Low,East,0,5,43156,0
61,Female,Single,750050,Postgraduate,Unemployed,688,12,Car,2034828,2,30699,3,Low,West,0,3,32309,0
47,Male,Divorced,884084,High School,Retired,814,6,Car,1457259,4,19588,4,Low,East,0,3,28670,0
66,Male,Married,814874,Graduate,Employed,346,9,SUV,2254044,6,7290,0,Medium,South,0,2,10634,0
29,Female,Married,1269229,Graduate,Employed,457,5,Bike,112715,5,48003,5,Medium,North,1,2,89221,0
43,Male,Married,1917443,Postgraduate,Employed,570,9,Bike,1780850,8,51558,0,Low,South,0,2,78588,0
61,Male,Married,535058,High School,Self-Employed,721,8,SUV,1204343,2,52427,4,Medium,East,0,3,111537,0
50,Male,Married,373845,High School,Employed,327,7,Truck,1271500,3,6635,5,Low,North,0,2,14921,0
30,Male,Married,573435,Graduate,Unemployed,476,1,Car,1823514,2,39401,1,High,North,1,3,63194,0
31,Male,Single,235205,High School,Self-Employed,386,2,Car,961702,2,59112,5,Low,West,0,1,129757,0
41,Male,Married,998003,Graduate,Self-Employed,886,5,SUV,1100930,4,68606,1,High,East,0,3,170182,0
51,Male,Married,1416968,Postgraduate,Unemployed,567,4,Bike,1917407,2,60144,1,Low,North,0,3,109690,0
61,Female,Single,316042,Graduate,Self-Employed,353,1,Car,1240375,2,54240,1,Medium,North,1,3,47836,0
43,Male,Divorced,1821717,Graduate,Employed,382,1,Bike,806882,3,72836,5,Low,East,1,5,114114,0
38,Male,Divorced,361262,Postgraduate,Self-Employed,843,4,SUV,1931520,1,12628,3,High,South,0,2,7857,0
45,Male,Married,1366664,High School,Retired,684,4,Truck,2164097,5,57530,1,Low,North,1,3,118446,0
65,Female,Divorced,813404,High School,Self-Employed,822,0,Bike,637481,4,52181,1,Low,West,0,4,30516,1
53,Female,Married,629738,Graduate,Self-Employed,522,14,Bike,2134250,1,4877,0,Low,South,0,2,7142,0
57,Male,Single,665017,High School,Retired,866,9,SUV,876701,6,65209,2,Medium,West,0,2,153973,0
19,Female,Single,244489,High School,Self-Employed,585,10,Car,1821319,7,66240,4,Low,East,1,2,145529,0
59,Female,Married,460513,High School,Retired,879,2,SUV,1851968,4,26043,5,Medium,South,0,2,15616,0
26,Male,Married,1756638,Postgraduate,Employed,743,8,Bike,1302620,3,54655,4,Low,West,0,5,69108,0
40,Female,Married,1189781,Postgraduate,Self-Employed,388,14,Car,1433285,9,77130,4,Low,South,0,4,88823,0
32,Male,Single,1905773,Graduate,Employed,828,9,Bike,143762,3,71180,2,High,East,0,4,45708,0
30,Female,Married,1331521,High School,Employed,460,12,Car,2405040,5,51915,3,Medium,South,0,3,37452,0
40,Male,Single,1829828,High School,Employed,457,2,Bike,991491,5,72842,4,Low,West,0,4,118701,0
34,Female,Married,1378925,High School,Employed,568,5,Car,270369,7,56626,4,Low,West,1,4,65121,0
65,Male,Married,1829262,High School,Employed,679,5,Car,1517711,1,60735,4,Low,North,0,5,35618,0
19,Male,Divorced,1069029,High School,Employed,331,1,Car,460947,3,30400,4,Medium,West,0,1,66964,0
37,Female,Single,777486,Graduate,Employed,386,6,Bike,2310401,3,5793,5,Medium,North,0,4,9212,0
37,Male,Divorced,547885,Graduate,Unemployed,392,8,Bike,1882922,8,64649,3,Medium,East,0,4,123243,0
63,Male,Married,249427,High School,Employed,809,8,Car,1751277,3,28423,1,Low,North,0,3,53774,1
20,Female,Married,1910795,Graduate,Employed,894,7,Car,2382961,7,73484,5,Medium,East,0,1,48444,0
29,Male,Married,1556227,Graduate,Employed,815,13,SUV,2342313,9,54438,3,Low,East,0,5,27689,0
57,Male,Married,1835434,Graduate,Employed,388,4,Truck,241590,8,57168,3,Low,North,0,3,125164,0
19,Female,Married,606070,High School,Unemployed,453,7,Bike,1243851,6,15790,0,Low,South,1,1,38575,0
53,Male,Single,1936949,Postgraduate,Unemployed,893,8,Bike,1361258,5,5542,5,Medium,West,0,5,8963,0
31,Female,Married,493798,Graduate,Unemployed,457,0,Bike,704008,7,10055,3,Low,West,0,2,15397,0
33,Male,Married,439779,High School,Employed,717,0,Car,1115669,9,4712,5,Low,North,0,4,3481,0
36,Female,Married,878414,Graduate,Employed,552,10,Truck,2343620,6,67846,5,High,South,0,4,109781,0
51,Female,Single,535872,Graduate,Employed,588,12,SUV,1215134,2,79492,0,Low,North,1,5,43108,0
61,Male,Single,260254,Graduate,Self-Employed,458,4,Car,907487,8,27124,3,Low,South,0,2,56451,0
63,Female,Married,1709512,Graduate,Unemployed,611,6,Car,291487,4,8675,5,Medium,South,0,3,13346,0
23,Male,Married,900566,Graduate,Retired,873,12,Bike,606877,6,71375,5,Low,East,0,3,137999,0
30,Male,Married,1153523,Graduate,Employed,880,8,Car,2230476,2,50282,5,Low,South,0,2,73112,0
53,Female,Divorced,1002713,Graduate,Employed,734,8,Car,1431257,6,57921,2,Low,North,0,3,114657,1
39,Male,Divorced,992295,High School,Employed,653,13,SUV,752138,2,38742,0,Medium,East,0,2,62085,0
35,Male,Single,514347,High School,Unemployed,564,2,Car,2486920,1,34159,2,High,South,0,1,53524,0
29,Female,Married,1717030,High School,Employed,307,0,SUV,1130383,5,46365,3,Medium,West,0,5,57601,0
69,Male,Married,1547259,Graduate,Employed,406,2,Truck,693497,4,69057,2,Low,West,0,4,74002,0
47,Male,Single,461137,High School,Retired,368,7,Car,1864678,4,78760,3,Medium,North,0,4,160019,0
68,Female,Divorced,410144,Graduate,Unemployed,739,6,Car,132597,1,69260,0,Medium,West,0,5,133048,1
57,Male,Divorced,1573158,High School,Employed,437,4,Truck,993193,9,71261,2,Medium,South,0,2,164074,0
24,Male,Single,216077,Graduate,Employed,657,10,Car,2056105,8,6045,3,Low,North,0,4,12534,0
49,Female,Married,1634688,Graduate,Unemployed,819,9,Car,173072,1,61396,1,Low,West,0,1,39753,0
65,Male,Divorced,1803916,High School,Self-Employed,367,11,SUV,1298393,5,29212,1,Low,East,0,1,70349,0
36,Male,Single,1578675,Graduate,Self-Employed,445,14,Car,271300,9,49266,3,Low,South,0,1,98491,0
23,Female,Single,868878,Postgraduate,Employed,549,8,Car,290794,1,68668,5,Low,East,0,5,81832,0
37,Male,Married,862756,High School,Unemployed,683,12,Car,843201,3,26554,0,Low,East,0,2,47534,0
44,Male,Married,1333124,Postgraduate,Unemployed,767,3,Truck,165402,4,53033,4,Medium,East,0,3,107575,0
60,Female,Married,1419725,Graduate,Unemployed,810,5,SUV,1714729,2,12565,2,Medium,North,0,5,9715,1
54,Female,Married,1260557,Graduate,Employed,793,11,Bike,152540,9,19174,4,High,North,0,1,46635,0
65,Male,Married,1871853,High School,Employed,814,4,Bike,1073926,1,57791,2,Low,North,0,3,104093,1
24,Male,Single,792580,Graduate,Employed,663,5,Car,1433833,4,65647,2,Low,East,0,5,35444,1
22,Female,Married,526986,Graduate,Retired,698,14,Truck,770687,3,7044,1,Low,East,0,2,11318,0
28,Male,Married,947314,Graduate,Employed,419,3,SUV,1879377,9,70957,5,Low,South,0,2,63035,0
32,Male,Married,483363,Postgraduate,Employed,354,2,Car,1457120,3,16749,2,Low,West,0,2,16786,0
20,Male,Married,1201396,Graduate,Employed,369,14,Truck,2305035,7,63236,3,Low,West,0,5,40333,0
22,Female,Divorced,1286429,High School,Unemployed,793,4,Truck,271256,2,36865,5,Low,South,0,2,49208,0
40,Male,Married,336718,High School,Unemployed,655,4,Bike,442269,8,66385,2,Low,East,0,1,68325,0
54,Male,Married,1957981,High School,Unemployed,767,13,Truck,1686839,2,58109,3,Low,West,0,5,126268,0
26,Female,Divorced,377997,Postgraduate,Self-Employed,587,10,Car,1845576,9,36662,3,Low,North,0,3,81435,0
32,Female,Single,1423575,High School,Retired,536,1,SUV,2120373,9,24403,4,Low,West,0,4,13513,0
20,Female,Married,1391639,High School,Employed,517,9,Car,2001721,9,23532,5,Medium,South,0,4,48128,0
46,Male,Single,1136482,High School,Unemployed,827,3,Bike,1539117,6,27124,1,High,East,0,1,15661,0
23,Male,Single,676228,Postgraduate,Employed,569,12,Truck,406315,7,37727,0,Medium,West,0,1,52597,0
34,Female,Single,235723,Graduate,Employed,617,2,Bike,405171,4,75387,0,Medium,North,0,3,53414,1
43,Male,Married,880147,Postgraduate,Employed,563,13,SUV,1234049,2,34502,0,Low,West,0,5,55953,0
38,Male,Divorced,553837,Graduate,Employed,643,6,Car,640885,3,29124,5,Low,North,0,1,70251,0
25,Male,Married,1100477,Postgraduate,Employed,776,4,Bike,1294558,3,28306,3,Low,East,0,4,27209,0
38,Male,Married,1166596,High School,Employed,820,14,Car,1008773,1,52836,2,Low,East,0,5,115132,1
28,Female,Married,1555511,High School,Employed,341,5,Car,190768,3,57094,4,Medium,West,0,3,118031,0
55,Female,Married,275171,High School,Employed,317,13,Bike,623478,4,9678,3,Low,West,0,1,19548,0
25,Male,Divorced,608148,Graduate,Employed,509,10,Bike,1281519,4,61918,3,High,West,0,4,63990,0
59,Female,Single,1768998,Graduate,Unemployed,731,14,Car,2437700,3,11468,0,Low,North,0,2,19945,0
41,Male,Married,1634178,High School,Retired,629,6,Bike,1587089,4,36933,3,Low,South,0,1,24779,0
52,Male,Married,568092,High School,Retired,575,1,Bike,1465270,4,34519,5,Low,North,0,2,50647,0
31,Female,Married,565656,Graduate,Self-Employed,721,9,Bike,1195822,3,11427,0,Medium,North,0,5,26738,1
31,Female,Divorced,1651738,High School,Unemployed,447,3,Car,2272812,5,76099,0,Low,West,0,5,115928,0
27,Male,Single,547043,Graduate,Unemployed,349,13,Bike,406056,3,44790,5,Low,West,0,3,25414,0
29,Male,Single,345459,High School,Self-Employed,432,14,Bike,2455335,8,61697,0,Medium,West,0,1,117013,0
55,Male,Single,1710933,Graduate,Employed,884,5,Bike,2037524,3,53965,5,Medium,East,0,5,121162,0
61,Male,Single,1036005,Graduate,Employed,404,2,SUV,1232102,3,44390,3,Low,East,0,1,39701,0
63,Female,Single,1888162,Graduate,Employed,591,5,Bike,472067,8,47440,4,Low,West,0,4,38700,0
51,Female,Married,1814269,High School,Unemployed,531,9,Truck,1932016,1,38932,1,Low,North,0,4,21657,0
58,Male,Single,733440,High School,Self-Employed,400,14,Truck,463304,4,5289,5,Medium,West,0,4,10709,0
27,Male,Single,1478082,Postgraduate,Employed,558,0,SUV,496746,3,41690,2,Low,South,0,1,96865,0
34,Female,Single,1677207,Graduate,Employed,591,7,Car,457236,1,73748,5,Medium,West,0,3,108970,0
34,Male,Divorced,1737671,Graduate,Employed,411,9,Car,2022752,1,36095,0,Medium,West,0,3,38102,0
20,Female,Single,1097007,Graduate,Self-Employed,344,4,SUV,490682,7,55146,3,Low,North,0,5,129597,0
48,Male,Single,1492661,High School,Self-Employed,782,13,Car,816505,4,57714,1,Low,East,0,4,51764,1
68,Female,Divorced,1099622,Postgraduate,Employed,456,13,Car,1871327,5,11211,3,Low,West,0,2,15101,0
18,Male,Married,829265,Graduate,Employed,524,13,Truck,207997,2,67146,5,Low,East,0,5,155005,0
29,Male,Married,1673640,Graduate,Self-Employed,372,10,Bike,1753058,3,48839,3,High,East,0,3,120904,0
56,Male,Single,636610,Postgraduate,Retired,880,13,Car,1518718,1,30709,2,Medium,West,0,1,31606,0
21,Female,Married,1973201,High School,Retired,471,0,Truck,908628,4,39124,0,Medium,South,0,2,94008,0
59,Female,Single,1220239,Graduate,Employed,719,13,SUV,1850687,8,4371,3,Medium,West,0,2,6395,0
30,Male,Single,1280031,Postgraduate,Employed,713,9,Bike,529248,3,20185,2,Low,North,1,5,35766,0
51,Male,Single,950708,High School,Employed,860,9,Car,2134375,1,19720,3,Low,East,0,2,39828,0
59,Male,Divorced,1577280,High School,Self-Employed,535,14,Bike,1738502,4,55739,1,Low,North,0,5,69272,0
38,Male,Married,698559,Graduate,Self-Employed,538,10,SUV,1707305,9,9241,4,Medium,East,1,2,20045,0
39,Female,Single,1396569,High School,Employed,679,0,SUV,701204,8,61397,4,Low,East,0,1,144043,0
21,Female,Single,1673971,Postgraduate,Unemployed,756,10,Car,1833429,3,16036,0,Low,East,1,4,32454,0
35,Female,Married,1351471,High School,Employed,815,9,Bike,910706,4,65138,4,Medium,North,0,2,47769,0
22,Male,Married,1956171,Graduate,Retired,503,14,Bike,975791,5,12535,2,Low,West,0,1,7604,0
36,Male,Single,1935973,High School,Employed,718,11,SUV,1053574,7,22166,2,Medium,West,0,4,24446,1
19,Female,Single,233275,High School,Employed,383,2,Bike,1805899,1,59618,4,Low,North,0,1,121985,0
29,Male,Single,1023124,Postgraduate,Self-Employed,513,5,Car,2061413,3,48281,2,Medium,North,0,4,107025,0
34,Female,Married,776052,Graduate,Self-Employed,690,1,Car,974256,1,61860,3,Low,North,0,2,81648,0
27,Female,Married,319564,High School,Self-Employed,658,7,SUV,1197424,3,13885,3,Medium,South,0,4,10367,0
51,Female,Married,815159,High School,Retired,672,10,SUV,2120905,6,47290,2,Low,East,0,5,94257,1
23,Female,Married,810431,Graduate,Employed,873,9,Car,2142975,9,61791,5,Low,West,0,4,134837,0
25,Male,Divorced,1169803,Postgraduate,Employed,357,6,Car,143303,6,9258,1,High,South,0,2,6651,0
68,Female,Married,1414609,Graduate,Retired,736,10,Car,357293,8,10973,0,Low,North,0,5,14807,1
28,Male,Divorced,1797330,Graduate,Self-Employed,817,1,Car,315711,4,51127,2,Low,South,0,5,91234,1
29,Female,Divorced,608978,High School,Employed,385,0,Car,1710725,5,74568,0,Low,South,0,4,149673,0
26,Female,Divorced,874290,Postgraduate,Self-Employed,447,6,SUV,853100,8,7274,4,High,North,0,1,17465,0
19,Female,Married,1433861,Graduate,Self-Employed,875,12,Bike,713294,1,60754,1,Medium,East,0,1,54691,0
25,Female,Divorced,1954310,Graduate,Employed,774,12,Truck,1310427,8,26245,3,Low,South,0,5,60851,0
28,Male,Married,387974,Graduate,Employed,434,6,SUV,2323069,2,6671,2,Low,North,0,1,14655,0
53,Male,Married,794843,Graduate,Employed,417,2,Bike,1754155,6,48716,5,Medium,South,0,4,73327,0
27,Male,Married,1874742,Postgraduate,Employed,835,13,Bike,1871875,4,36600,1,Medium,West,0,4,61624,1
38,Male,Divorced,1041307,Graduate,Retired,678,9,SUV,1225143,4,35863,0,Low,West,0,5,68144,1
37,Female,Married,1681106,Postgraduate,Employed,563,12,Car,1889383,5,25841,2,Low,West,0,5,59257,0
65,Male,Married,907535,Graduate,Employed,622,7,Car,1209702,1,49959,3,Low,North,0,1,80459,0
25,Male,Married,416272,Graduate,Self-Employed,310,7,Bike,1101914,4,72200,3,Low,North,0,1,67535,0
53,Female,Married,1166482,Postgraduate,Self-Employed,877,4,Car,2445330,8,47605,2,High,East,0,2,64489,0
46,Male,Married,651631,High School,Self-Employed,562,6,Car,1656525,9,6394,2,Medium,East,0,3,7443,0
59,Male,Single,544604,Graduate,Employed,323,2,Car,1391297,2,46804,1,Low,West,0,3,112260,0
29,Male,Single,770543,Graduate,Unemployed,440,5,Car,1669827,6,36938,3,Low,West,0,1,25964,0
31,Male,Divorced,511806,Postgraduate,Self-Employed,753,2,Bike,1566853,5,71080,0,Medium,East,0,5,101685,1
65,Female,Single,550226,High School,Employed,530,10,SUV,1823432,8,42654,3,High,South,0,2,105605,0
67,Female,Divorced,804654,High School,Unemployed,899,11,Bike,1332393,8,54822,2,Low,West,0,1,82736,0
38,Male,Married,1719970,High School,Employed,415,8,Car,608260,8,59513,0,Low,South,1,2,81630,0
39,Female,Single,943982,High School,Unemployed,579,6,Car,1944849,1,44128,2,Low,West,0,3,80609,0
38,Male,Single,249496,High School,Self-Employed,849,0,Car,1734694,4,28203,3,Low,North,0,3,26801,0
61,Male,Married,565627,Graduate,Retired,498,7,Bike,1135402,2,9008,1,Low,North,0,1,19757,0
67,Male,Single,1558511,Postgraduate,Employed,582,8,SUV,603879,4,63887,0,Low,East,0,1,92761,0
47,Female,Single,689214,Graduate,Retired,585,9,Car,1578214,6,16648,1,Low,West,0,2,22080,0
56,Female,Single,1436883,High School,Self-Employed,427,1,Car,1817357,4,25415,5,Low,West,0,1,34290,0
37,Female,Single,1025572,Postgraduate,Self-Employed,506,0,Bike,2427292,5,26606,4,Low,South,0,4,49645,0
41,Female,Married,1752530,Graduate,Employed,557,14,Car,405223,3,71517,5,Low,West,1,1,129764,0
40,Female,Single,572009,High School,Retired,810,14,Car,1707392,2,63798,5,Low,North,1,3,97229,0
24,Female,Married,887436,High School,Employed,859,10,Car,2051108,7,72684,0,Low,North,0,3,123010,1
26,Male,Single,1881739,Graduate,Employed,363,3,Car,161356,6,59124,3,Low,West,0,2,132001,0
18,Female,Single,1824496,Graduate,Unemployed,440,8,Truck,206529,3,40847,5,Low,North,0,1,86389,0
43,Male,Divorced,700110,Graduate,Employed,406,5,SUV,1167959,9,26490,1,Medium,North,0,3,40884,0
55,Male,Married,1008635,High School,Employed,512,10,Bike,1865169,6,76571,5,Low,East,0,4,181000,0
55,Female,Married,1755267,Postgraduate,Unemployed,315,12,SUV,1683073,5,77006,1,Medium,South,0,5,109418,0
61,Male,Married,1079824,High School,Employed,687,11,Car,1119733,8,48541,3,Low,South,0,1,54233,0
39,Male,Married,1098458,Graduate,Unemployed,557,9,Car,1707550,2,60575,2,Medium,West,0,4,49434,0
61,Male,Single,1818506,Graduate,Self-Employed,413,7,Car,1361009,6,37082,4,Medium,North,0,4,35191,0
27,Female,Single,1637366,High School,Self-Employed,837,6,Bike,584791,6,28647,3,Low,North,0,2,53104,0
23,Female,Single,1632150,High School,Employed,337,4,SUV,2127923,7,55979,1,Medium,East,0,2,92565,0
34,Male,Single,1440243,High School,Unemployed,324,4,Car,2178845,3,31226,0,Low,North,0,2,23787,0
68,Female,Married,1411806,High School,Unemployed,351,13,Car,1872380,6,58589,5,Medium,South,0,5,85311,0
67,Male,Married,1501236,High School,Employed,390,5,SUV,492690,3,46316,4,Medium,West,0,3,37388,0
55,Female,Married,1001113,Graduate,Employed,437,14,Bike,1116008,8,51418,3,Low,East,0,2,67329,0
41,Male,Single,779078,Graduate,Employed,508,5,Bike,2040071,5,77465,1,Low,West,0,4,76387,0
68,Male,Single,1587957,Graduate,Unemployed,360,4,Bike,1121781,6,19370,4,High,West,0,5,28615,0
27,Female,Single,226611,Graduate,Self-Employed,410,7,Car,1383742,9,6139,2,Low,East,0,1,13668,0
25,Female,Married,991955,Postgraduate,Employed,557,2,SUV,380005,9,43520,5,Low,East,0,3,47671,0
38,Female,Married,1556513,Postgraduate,Unemployed,434,8,Bike,2260296,5,48493,5,Medium,South,0,4,118588,0
23,Female,Divorced,875593,High School,Unemployed,359,4,Car,1657037,7,78584,5,Low,North,0,2,117702,0
38,Female,Married,1889329,Graduate,Employed,488,8,Truck,2121633,6,45505,4,Low,East,0,5,38606,0
56,Male,Single,1404603,High School,Unemployed,635,4,Car,2433307,4,68267,5,Low,North,0,5,125205,0
41,Male,Married,1973235,High School,Unemployed,326,2,Bike,1268523,1,76310,3,Low,North,0,1,170425,0
50,Male,Married,967155,Graduate,Retired,300,8,Car,1077215,4,50218,0,High,East,0,3,73204,0
35,Female,Single,1553341,Graduate,Employed,385,1,Car,831178,2,74587,1,Medium,East,0,1,170204,0
45,Female,Married,416050,Graduate,Employed,379,11,Car,1874418,8,40369,3,Low,East,0,3,82541,0
69,Male,Single,291418,Graduate,Retired,871,12,Car,1768462,2,3805,0,Low,North,0,1,2772,0
49,Male,Single,923361,High School,Employed,847,4,Bike,1254835,9,53512,1,Medium,West,0,4,118259,1
29,Male,Married,1973923,Postgraduate,Self-Employed,763,2,Car,1479246,6,29218,3,Low,South,0,3,21281,0
65,Male,Single,1068029,High School,Self-Employed,707,6,SUV,143988,5,78044,2,Low,East,0,4,99206,1
59,Female,Single,986447,High School,Self-Employed,700,3,Car,647044,9,26796,0,Low,South,0,4,63306,1
44,Male,Married,1791828,High School,Employed,766,14,SUV,1192922,2,78044,0,Low,West,0,2,80991,0
27,Female,Single,1319247,Postgraduate,Retired,474,13,Car,473962,1,12891,4,Medium,South,0,3,6686,0
63,Male,Single,1362704,Graduate,Employed,358,7,Car,1262126,9,26899,2,High,North,0,5,36431,0
69,Female,Married,1508110,Graduate,Self-Employed,872,0,Car,807244,4,56416,1,Low,West,0,2,134422,0
59,Female,Divorced,339674,Graduate,Employed,705,4,SUV,247025,2,68531,4,High,North,0,2,92442,0
49,Female,Married,1374579,Graduate,Employed,786,7,Car,948926,6,78601,2,Low,North,0,4,56189,1
59,Female,Single,993664,Postgraduate,Employed,582,1,Car,670222,1,28813,5,Low,North,0,3,38593,0
43,Male,Single,702571,Graduate,Retired,755,5,Car,432840,4,38189,3,Low,West,0,4,94461,0
42,Male,Married,388317,Postgraduate,Self-Employed,521,6,Bike,2471792,4,58726,5,Low,South,0,1,53078,0
28,Male,Married,1165454,Graduate,Self-Employed,826,5,Truck,2312113,7,72335,0,Low,South,0,1,168347,0
40,Female,Married,1974307,Graduate,Unemployed,484,9,Car,2303571,3,33642,4,Low,East,0,5,24799,0
51,Male,Married,291602,High School,Employed,340,2,Bike,916499,8,7294,0,High,North,0,3,5215,0
69,Male,Single,1539101,Postgraduate,Self-Employed,728,5,Bike,2047220,2,34223,2,High,North,0,4,20416,0
57,Male,Single,317174,Graduate,Employed,549,6,Truck,1737395,4,54842,0,Low,South,0,4,45052,0
40,Female,Married,518169,Graduate,Self-Employed,784,12,SUV,1326966,8,57597,4,Low,North,0,4,137310,0
46,Female,Single,1068624,Graduate,Employed,529,2,Car,1738761,4,73735,3,Low,West,0,2,157992,0
48,Female,Divorced,1957642,Graduate,Unemployed,303,11,Car,544751,5,67332,4,Low,North,0,1,78579,0
24,Male,Single,200819,High School,Self-Employed,748,9,Bike,196384,8,38590,1,Low,West,0,3,30044,1
57,Male,Single,1415031,High School,Employed,810,1,Bike,2221106,8,67458,0,Low,East,0,5,109399,1
50,Male,Single,1720476,Graduate,Employed,816,2,Car,1627299,5,15503,4,Low,East,0,2,11578,0
38,Female,Married,1320181,High School,Employed,345,11,Bike,2397661,6,36177,4,Low,South,0,5,66879,0
19,Male,Married,467784,Graduate,Retired,630,13,Bike,2330491,9,11501,3,Medium,South,0,4,26066,0
35,Female,Single,1832752,Graduate,Employed,425,0,Bike,1202823,2,49581,0,Low,North,0,2,76670,0
64,Female,Married,1613008,High School,Employed,436,6,Bike,2097693,3,41117,0,Low,East,0,4,39626,0
50,Female,Single,1728602,High School,Employed,488,3,Truck,1466203,9,78875,1,Low,East,0,4,89069,0
54,Female,Single,786532,Postgraduate,Retired,442,2,Car,1747979,3,11168,2,Low,North,0,1,14116,0
51,Male,Single,404309,Graduate,Self-Employed,884,13,SUV,950343,5,10598,2,Low,East,0,5,25651,1
37,Male,Married,1499527,High School,Employed,725,5,Car,2356788,3,48999,0,Medium,East,0,4,108775,1
52,Female,Married,1248514,Postgraduate,Self-Employed,477,13,Car,334084,4,78597,4,Low,South,0,3,125080,0
68,Male,Married,455842,Graduate,Retired,649,2,Truck,1325902,3,32389,2,Low,East,1,4,60460,0
67,Female,Married,1972511,High School,Self-Employed,776,11,Bike,1030572,4,33615,2,Medium,South,0,5,23376,1
35,Male,Married,1958023,High School,Employed,734,10,Bike,921557,1,56121,4,Medium,North,0,5,48568,0
63,Male,Single,767930,High School,Employed,525,9,Car,882597,8,54742,1,Medium,South,1,3,87663,0
41,Female,Married,1363866,Postgraduate,Employed,577,2,Car,1169654,7,32916,5,Low,East,0,3,24768,0
25,Female,Married,968735,Graduate,Employed,393,8,Car,1024832,6,65527,1,Low,North,0,1,35415,0
47,Female,Married,911971,Graduate,Self-Employed,629,1,Bike,1115432,7,31590,5,High,East,0,5,22443,0
61,Female,Married,1621153,Postgraduate,Unemployed,749,14,Bike,1163404,8,46904,0,Low,East,0,1,33193,0
27,Male,Married,1763899,High School,Unemployed,777,4,Car,2261451,1,16217,2,Low,West,0,3,32146,1
40,Female,Married,717528,High School,Unemployed,875,9,Bike,1540579,7,51287,4,Low,South,1,3,112827,0
69,Male,Divorced,1640734,High School,Employed,449,14,Bike,1780927,9,74407,1,Low,North,0,2,158337,0
66,Female,Married,1164393,High School,Unemployed,809,9,Truck,687369,4,7926,4,Low,South,0,4,19675,0
28,Male,Single,442030,Graduate,Self-Employed,646,1,Bike,1821227,2,37995,0,Medium,South,1,1,86323,0
19,Female,Divorced,977740,Graduate,Employed,576,5,Bike,2319934,1,49155,0,Medium,East,0,2,66551,0
43,Male,Married,1513207,High School,Self-Employed,330,3,SUV,2267436,8,57319,1,Low,South,0,2,80122,0
53,Male,Single,299662,High School,Employed,676,6,Bike,1721973,9,58426,2,Medium,South,0,2,65185,0
50,Male,Married,1309621,High School,Employed,337,12,Car,190458,3,22698,4,Low,North,0,3,21260,0
64,Female,Married,554738,Postgraduate,Self-Employed,850,0,Bike,1255561,8,36817,2,Low,East,0,2,76707,0
30,Female,Married,1363953,Graduate,Employed,655,7,SUV,1583929,8,45198,1,Low,North,0,4,80262,1
57,Female,Married,424716,Graduate,Self-Employed,566,1,Bike,1913040,1,44475,0,High,South,0,2,34715,0
42,Female,Married,405107,High School,Employed,880,14,Car,1041778,8,66916,0,Low,East,0,5,127289,1
21,Male,Married,1831904,Graduate,Retired,589,14,Car,1582646,2,26220,5,Low,West,0,2,23269,0
59,Male,Single,1350046,High School,Retired,528,3,Bike,167842,2,42664,1,Low,South,0,3,56571,0
36,Male,Divorced,1047727,Postgraduate,Retired,319,10,Bike,1177742,4,66935,5,Low,South,0,3,152899,0
35,Female,Married,1249401,Graduate,Unemployed,362,12,Car,1362051,7,6417,0,High,North,0,5,4036,0
54,Male,Married,332263,Graduate,Retired,791,6,Bike,1039156,2,76437,3,High,West,1,5,95025,0
